NR_134584.1	NC_000022.11	-	16746868	16748438	16748438	16748438	2	16746868,16748275,	16747739,16748438,
XM_017028600.1	NC_000022.11	-	16783411	16825412	16783618	16808073	4	16783411,16799770,16807738,16825290,	16784409,16800024,16808083,16825412,
NM_175878.4	NC_000022.11	-	16783411	16821699	16783618	16808073	4	16783411,16799770,16807738,16821606,	16784409,16800024,16808083,16821699,
NM_001318251.1	NC_000022.11	-	16783411	16821699	16783618	16808073	4	16783411,16799770,16807738,16821606,	16784409,16800024,16808086,16821699,
NR_003607.1	NC_000022.11	+	16827473	16829335	16829335	16829335	2	16827473,16828541,	16828060,16829335,
gene-GPM6BP3	NC_000022.11	+	16837313	16837865	16837865	16837865	1	16837313,	16837865,
gene-ZNF402P	NC_000022.11	-	16856937	16860731	16860731	16860731	1	16856937,	16860731,
gene-MTND1P17	NC_000022.11	-	16876217	16876373	16876373	16876373	1	16876217,	16876373,
gene-IGKV2OR22-4	NC_000022.11	-	16914063	16915177	16915177	16915177	1	16914063,	16915177,
gene-IGKV2OR22-3	NC_000022.11	-	16921323	16921937	16921937	16921937	1	16921323,	16921937,
gene-IGKV3OR22-2	NC_000022.11	-	16926049	16926444	16926444	16926444	1	16926049,	16926444,
gene-IGKV1OR22-1	NC_000022.11	-	16932726	16934653	16934653	16934653	1	16932726,	16934653,
XR_951189.2	NC_000022.11	-	16962795	17008277	17008277	17008277	11	16962795,16963408,16963724,16964765,16965177,16966099,16968297,16969942,16987959,16991872,17007940,	16962876,16963542,16963832,16964862,16965268,16966364,16968383,16970193,16988167,16992176,17008277,
XR_951190.2	NC_000022.11	-	16964771	17008280	17008280	17008280	8	16964771,16965177,16966099,16968297,16969942,16987959,16991872,17007940,	16964862,16965268,16966183,16968383,16970193,16988167,16992176,17008280,
XR_951191.2	NC_000022.11	-	16966348	17008281	17008281	17008281	7	16966348,16967403,16968297,16969942,16987959,16991872,17007940,	16966364,16967481,16968383,16970193,16988167,16992176,17008281,
NM_001037814.1	NC_000022.11	-	16961935	17008222	16962732	17008114	10	16961935,16963724,16964765,16965177,16966099,16968297,16969942,16987959,16991872,17007940,	16962876,16963829,16964862,16965268,16966364,16968383,16970193,16988167,16992176,17008222,
XM_024452156.1	NC_000022.11	-	16962458	17008275	16962732	17008114	8	16962458,16963724,16964765,16965177,16966099,16968297,16991872,17007940,	16962876,16963829,16964862,16965268,16966364,16968383,16992176,17008275,
XM_011546114.2	NC_000022.11	-	16962458	17008274	16962732	17008114	8	16962458,16963724,16964765,16965177,16966099,16968297,16991872,17007940,	16962876,16963832,16964862,16965268,16966364,16968383,16992176,17008274,
XM_017028575.1	NC_000022.11	-	16962458	17008274	16962732	17008114	10	16962458,16963724,16964765,16965177,16966099,16968297,16969942,16987959,16991872,17007940,	16962876,16963832,16964862,16965268,16966364,16968383,16970193,16988167,16992176,17008274,
XM_011546115.1	NC_000022.11	-	16962458	17008007	16962732	16991929	9	16962458,16963724,16964765,16965177,16966099,16968297,16987959,16991872,17007940,	16962876,16963832,16964862,16965268,16966364,16968383,16988167,16992176,17008007,
XM_011546117.1	NC_000022.11	-	16962458	16991956	16962732	16970153	8	16962458,16963724,16964765,16965177,16966099,16968297,16969942,16991872,	16962876,16963832,16964862,16965268,16966364,16968383,16970193,16991956,
XM_017028576.1	NC_000022.11	-	16962458	16989585	16962732	16989557	8	16962458,16963724,16964765,16965177,16966099,16968297,16987959,16989527,	16962876,16963832,16964862,16965268,16966364,16968383,16988167,16989585,
XM_011546116.2	NC_000022.11	-	16966315	17008281	16967466	17008114	6	16966315,16968297,16969942,16987959,16991872,17007940,	16967481,16968383,16970193,16988167,16992176,17008281,
gene-LOC100419811	NC_000022.11	+	17012403	17012932	17012932	17012932	1	17012403,	17012932,
gene-VN1R9P	NC_000022.11	-	17021354	17022270	17022270	17022270	1	17021354,	17022270,
NR_015352.2	NC_000022.11	+	17036569	17060070	17060070	17060070	4	17036569,17044872,17047323,17057072,	17037344,17045000,17047426,17060070,
NR_152825.1	NC_000022.11	+	17036569	17060070	17060070	17060070	4	17036569,17044872,17047323,17057134,	17037344,17045000,17047426,17060070,
NR_152826.1	NC_000022.11	+	17036569	17060070	17060070	17060070	4	17036569,17044872,17047323,17057516,	17037344,17045000,17047426,17060070,
NM_014339.6	NC_000022.11	+	17084958	17115694	17085091	17109820	13	17084958,17097061,17097796,17098774,17100354,17101995,17102138,17103493,17104725,17105590,17105852,17107726,17108306,	17085229,17097086,17097943,17098887,17100481,17102043,17102302,17103577,17104810,17105602,17105954,17107768,17115694,
NM_001289905.1	NC_000022.11	+	17084958	17115694	17085091	17109820	12	17084958,17097061,17097796,17098774,17100354,17101995,17102138,17103493,17104725,17105590,17107726,17108306,	17085229,17097086,17097943,17098887,17100481,17102043,17102302,17103577,17104810,17105602,17107768,17115694,
gene-RPL31P62	NC_000022.11	-	17093614	17093937	17093937	17093937	1	17093614,	17093937,
NM_001163079.1	NC_000022.11	-	17116298	17121367	17119390	17120062	2	17116298,17121251,	17120143,17121367,
XM_011546125.2	NC_000022.11	-	17116298	17121350	17119390	17121127	2	17116298,17120824,	17120143,17121350,
XM_011546124.2	NC_000022.11	-	17116298	17121350	17119390	17121127	2	17116298,17119198,	17116707,17121350,
NM_031890.3	NC_000022.11	-	17116298	17121323	17119390	17121127	1	17116298,	17121323,
NR_103793.1	NC_000022.11	+	17121594	17132104	17132104	17132104	4	17121594,17124654,17130361,17131614,	17122039,17124771,17130484,17132104,
XR_002958689.1	NC_000022.11	-	17137519	17159277	17159277	17159277	9	17137519,17138549,17141058,17141392,17143097,17145023,17148447,17149541,17159125,	17138357,17138738,17141233,17142208,17143131,17145117,17148560,17149745,17159277,
XR_002958690.1	NC_000022.11	-	17137519	17159277	17159277	17159277	6	17137519,17138549,17143097,17148447,17149541,17159125,	17138357,17138738,17145117,17148560,17149745,17159277,
NM_017829.5	NC_000022.11	-	17137519	17165287	17138020	17165244	8	17137519,17138549,17141058,17143097,17145023,17148447,17149541,17165208,	17138357,17138738,17141233,17143131,17145117,17148560,17149745,17165287,
NM_033070.2	NC_000022.11	-	17137519	17159279	17138020	17159251	8	17137519,17138549,17141058,17143097,17145023,17148447,17149541,17159125,	17138357,17138738,17141233,17143131,17145117,17148560,17149745,17159279,
XM_011546127.1	NC_000022.11	-	17137519	17159025	17138020	17148524	8	17137519,17138549,17141058,17143097,17145023,17148447,17149541,17158456,	17138357,17138738,17141233,17143131,17145117,17148560,17149745,17159025,
XM_024452233.1	NC_000022.11	-	17137525	17159277	17138020	17141396	9	17137525,17138549,17141058,17141392,17143097,17145023,17148447,17149541,17159125,	17138357,17138738,17141233,17142208,17143131,17145117,17148560,17149745,17159277,
XM_011546126.3	NC_000022.11	-	17137525	17159276	17138020	17159251	7	17137525,17138549,17141058,17143097,17145023,17148447,17159125,	17138357,17138738,17141233,17143131,17145117,17148560,17159276,
XM_005261236.4	NC_000022.11	-	17137525	17159231	17138020	17145077	8	17137525,17138549,17141058,17143097,17145023,17148447,17149541,17159125,	17138357,17138738,17141233,17143131,17145169,17148560,17149745,17159231,
XM_017028784.2	NC_000022.11	-	17137525	17159207	17138020	17141396	9	17137525,17138549,17141058,17141392,17143097,17145023,17148447,17149541,17159125,	17138357,17138738,17141233,17142208,17143131,17145169,17148560,17149745,17159207,
XM_017028783.2	NC_000022.11	-	17137525	17159025	17138020	17141396	9	17137525,17138549,17141058,17141392,17143097,17145023,17148447,17149541,17158456,	17138357,17138738,17141233,17142208,17143131,17145117,17148560,17149745,17159025,
XM_017028781.2	NC_000022.11	-	17137525	17159025	17138020	17145077	8	17137525,17138549,17141058,17143097,17145023,17148447,17149541,17158456,	17138357,17138738,17141233,17143131,17145169,17148560,17149745,17159025,
XM_024452232.1	NC_000022.11	-	17137525	17148509	17138020	17141396	6	17137525,17138549,17141058,17143097,17145023,17148447,	17138357,17138738,17142208,17143131,17145117,17148509,
NR_024483.1	NC_000022.11	+	17159388	17165445	17165445	17165445	2	17159388,17165268,	17159837,17165445,
NR_024482.1	NC_000022.11	+	17159388	17165445	17165445	17165445	2	17159388,17165268,	17159551,17165445,
NM_001282227.1	NC_000022.11	-	17178789	17221854	17181482	17209551	10	17178789,17181819,17182603,17188338,17189941,17191682,17203562,17207070,17209355,17221726,	17181576,17182022,17182761,17188447,17190032,17191810,17203773,17207290,17209598,17221854,
NM_001282229.1	NC_000022.11	-	17178789	17219585	17181482	17207252	9	17178789,17181819,17182603,17188338,17189941,17191682,17203562,17207070,17219355,	17181576,17182022,17182761,17188447,17190032,17191810,17203773,17207290,17219585,
NM_001282228.1	NC_000022.11	-	17178789	17219585	17181482	17209551	10	17178789,17181819,17182603,17188338,17189941,17191682,17203562,17207070,17209355,17219355,	17181576,17182022,17182761,17188447,17190032,17191810,17203773,17207290,17209598,17219585,
NM_001282226.1	NC_000022.11	-	17178789	17219585	17181482	17209677	10	17178789,17181819,17182603,17188338,17189941,17191682,17203562,17207070,17209355,17219355,	17181576,17182022,17182761,17188447,17190032,17191810,17203773,17207290,17209690,17219585,
NM_001282225.1	NC_000022.11	-	17178789	17219585	17181482	17209677	10	17178789,17181819,17182603,17188338,17189941,17191682,17203562,17207070,17209355,17219355,	17181576,17182022,17182761,17188447,17190032,17191810,17203773,17207290,17209723,17219585,
NM_177405.2	NC_000022.11	-	17178789	17199783	17181482	17199578	7	17178789,17181819,17182603,17188338,17189941,17191682,17199548,	17181576,17182022,17182761,17188447,17190032,17191810,17199783,
XM_011546133.2	NC_000022.11	-	17179301	17221854	17181482	17209677	10	17179301,17181819,17182603,17188338,17189941,17191682,17203562,17207070,17209355,17221726,	17181576,17182022,17182761,17188447,17190032,17191810,17203773,17207290,17209723,17221854,
XM_006724080.3	NC_000022.11	-	17179305	17209504	17181482	17190229	9	17179305,17181819,17182603,17188338,17189941,17203562,17203853,17207070,17209355,	17181576,17182022,17182761,17188447,17191810,17203773,17203889,17207290,17209504,
gene-RPL32P5	NC_000022.11	+	17192847	17193358	17193358	17193358	1	17192847,	17193358,
XR_001755419.1	NC_000022.11	-	17198282	17199542	17199542	17199542	2	17198282,17198598,	17198415,17199542,
gene-FAM32BP	NC_000022.11	+	17213466	17215248	17215248	17215248	2	17213466,17214061,	17213747,17215248,
NR_038398.2	NC_000022.11	-	17256858	17266733	17266733	17266733	3	17256858,17260789,17266522,	17258306,17261045,17266733,
gene-RN7SL843P	NC_000022.11	-	17352880	17353177	17353177	17353177	1	17352880,	17353177,
XR_951200.2	NC_000022.11	+	17369677	17540430	17540430	17540430	14	17369677,17477587,17497402,17499409,17500630,17503081,17504846,17511812,17524117,17537102,17538519,17538639,17538992,17540411,	17369909,17477682,17497586,17499549,17500735,17503131,17505016,17511896,17524271,17537232,17538557,17538731,17539515,17540430,
XR_951201.2	NC_000022.11	+	17369677	17540429	17540429	17540429	13	17369677,17477587,17497402,17499409,17500630,17503081,17504846,17524117,17537102,17538519,17538639,17538992,17540411,	17369909,17477682,17497586,17499549,17500735,17503131,17505016,17524271,17537232,17538557,17538731,17539515,17540429,
NM_001290046.1	NC_000022.11	+	17359948	17558155	17499493	17552840	19	17359948,17477587,17497402,17499409,17500630,17503081,17504846,17511812,17524117,17537102,17538519,17538639,17538992,17540411,17541838,17542156,17548150,17552030,17552834,	17360023,17477682,17497586,17499549,17500735,17503131,17505016,17511896,17524271,17537232,17538557,17538731,17539119,17540800,17541967,17543003,17549564,17552142,17558155,
NM_001290047.1	NC_000022.11	+	17369365	17558155	17369783	17552840	19	17369365,17477587,17497402,17499409,17500630,17503081,17504846,17511812,17524117,17537102,17538519,17538639,17538992,17540411,17541838,17542156,17548147,17552030,17552834,	17369909,17477682,17497586,17499549,17500735,17503131,17505016,17511896,17524271,17537232,17538557,17538731,17539119,17540800,17541967,17543003,17549564,17552142,17558155,
XM_017028785.1	NC_000022.11	+	17369677	17558151	17369783	17552840	19	17369677,17477587,17497402,17499409,17500630,17503081,17504846,17511812,17524117,17537102,17538519,17538639,17538992,17540411,17541838,17542156,17548150,17552030,17552834,	17369909,17477682,17497586,17499549,17500735,17503131,17505016,17511896,17524271,17537232,17538557,17538731,17539119,17540800,17541967,17543003,17549564,17552142,17558151,
XM_011546132.2	NC_000022.11	+	17369677	17558151	17369783	17552840	19	17369677,17477587,17497402,17499409,17500630,17503081,17504846,17511812,17524117,17537102,17538519,17538639,17538992,17540411,17541838,17542156,17548147,17552030,17552834,	17369909,17477682,17497586,17499549,17500735,17503131,17505016,17511896,17524271,17537232,17538557,17538731,17539119,17540800,17541967,17542838,17549564,17552142,17558151,
XM_011546129.2	NC_000022.11	+	17369677	17558151	17369783	17552840	19	17369677,17477587,17497402,17499409,17500630,17503081,17504846,17511812,17524117,17537102,17538519,17538639,17538992,17540411,17541838,17542156,17548147,17552030,17552834,	17369909,17477682,17497586,17499549,17500735,17503131,17505016,17511896,17524271,17537232,17538557,17538731,17539119,17540716,17541967,17543003,17549564,17552142,17558151,
XM_011546128.2	NC_000022.11	+	17369677	17558151	17369783	17552840	18	17369677,17477587,17497402,17499409,17500630,17503081,17504846,17524117,17537102,17538519,17538639,17538992,17540411,17541838,17542156,17548147,17552030,17552834,	17369909,17477682,17497586,17499549,17500735,17503131,17505016,17524271,17537232,17538557,17538731,17539119,17540800,17541967,17543003,17549564,17552142,17558151,
XM_024452234.1	NC_000022.11	+	17471788	17558147	17474677	17552840	19	17471788,17477587,17497402,17499409,17500630,17503081,17504846,17511812,17524117,17537102,17538519,17538639,17538992,17540411,17541838,17542156,17548147,17552030,17552834,	17474689,17477682,17497586,17499549,17500735,17503131,17505016,17511896,17524271,17537232,17538557,17538731,17539119,17540800,17541967,17543003,17549564,17552142,17558147,
XM_006724079.3	NC_000022.11	+	17539159	17558151	17540422	17552840	7	17539159,17540411,17541838,17542156,17548147,17552030,17552834,	17539515,17540800,17541967,17543003,17549564,17552142,17558151,
gene-TERF2IPP1	NC_000022.11	+	17418940	17420678	17420678	17420678	2	17418940,17419570,	17419499,17420678,
gene-CLCP1	NC_000022.11	-	17424243	17424851	17424851	17424851	1	17424243,	17424851,
gene-DNAJA1P6	NC_000022.11	-	17517634	17519277	17519277	17519277	1	17517634,	17519277,
XR_951210.3	NC_000022.11	+	17562469	17592256	17592256	17592256	10	17562469,17569923,17579744,17581036,17581357,17582562,17587135,17587924,17589589,17590094,	17563702,17569986,17579964,17581159,17581413,17582653,17587301,17588079,17589665,17592256,
XR_002958717.1	NC_000022.11	+	17580174	17592256	17592256	17592256	8	17580174,17581036,17581357,17582562,17587135,17587924,17589589,17590094,	17580857,17581159,17581413,17582653,17587301,17588079,17589665,17592256,
XM_011546150.2	NC_000022.11	+	17562496	17590885	17563680	17590236	11	17562496,17569923,17579876,17581036,17581357,17582562,17583415,17587135,17587924,17589589,17590094,	17563702,17569986,17579964,17581159,17581413,17582653,17583534,17587301,17588079,17589665,17590885,
XM_011546149.2	NC_000022.11	+	17562498	17590885	17563680	17590236	11	17562498,17569923,17579744,17581036,17581357,17582562,17583415,17587135,17587924,17589589,17590094,	17563702,17569986,17579964,17581159,17581413,17582653,17583534,17587301,17588079,17589665,17590885,
XM_017028975.2	NC_000022.11	+	17562501	17590885	17581145	17590236	12	17562501,17569923,17579876,17580561,17581036,17581357,17582562,17583415,17587135,17587924,17589589,17590094,	17563713,17569986,17579964,17580857,17581159,17581413,17582653,17583534,17587301,17588079,17589665,17590885,
XM_017028971.2	NC_000022.11	+	17562501	17590885	17581145	17590236	12	17562501,17569923,17579744,17580473,17581036,17581357,17582562,17583415,17587135,17587924,17589589,17590094,	17563702,17569986,17579964,17580857,17581159,17581413,17582653,17583534,17587301,17588079,17589665,17590885,
NM_031481.2	NC_000022.11	+	17563438	17590890	17579944	17590236	11	17563438,17569923,17579744,17581036,17581357,17582562,17583415,17587135,17587924,17589589,17590094,	17563713,17569986,17579964,17581159,17581413,17582653,17583534,17587301,17588079,17589665,17590890,
NM_001303484.1	NC_000022.11	+	17563438	17590890	17579944	17590236	10	17563438,17579744,17581036,17581357,17582562,17583415,17587135,17587924,17589589,17590094,	17563713,17579964,17581159,17581413,17582653,17583534,17587301,17588079,17589665,17590890,
XM_011546153.3	NC_000022.11	+	17563438	17590885	17579944	17590236	11	17563438,17569923,17579876,17581036,17581357,17582562,17583415,17587135,17587924,17589589,17590094,	17563713,17569986,17579964,17581159,17581413,17582653,17583534,17587301,17588079,17589665,17590885,
XM_017028970.2	NC_000022.11	+	17563484	17590885	17581145	17590236	12	17563484,17569923,17579744,17580473,17581036,17581357,17582562,17583415,17587135,17587924,17589589,17590094,	17563713,17569986,17579964,17580857,17581159,17581413,17582653,17583534,17587301,17588079,17589665,17590885,
XM_017028972.2	NC_000022.11	+	17563484	17590885	17581145	17590236	12	17563484,17569923,17579744,17580561,17581036,17581357,17582562,17583415,17587135,17587924,17589589,17590094,	17563713,17569986,17579964,17580857,17581159,17581413,17582653,17583534,17587301,17588079,17589665,17590885,
XM_017028974.2	NC_000022.11	+	17563497	17590885	17581145	17590236	12	17563497,17569923,17579876,17580473,17581036,17581357,17582562,17583415,17587135,17587924,17589589,17590094,	17563713,17569986,17579964,17580857,17581159,17581413,17582653,17583534,17587301,17588079,17589665,17590885,
